,demand
1527,0.301
1528,0.28
1529,0.287
1530,0.266
1531,0.245
1532,0.25552
1533,0.27652
1534,0.28
1535,0.26952
1536,0.29052
1537,0.29752
1538,0.273
1539,0.24852000000000002
1540,0.22752
1541,0.224
1542,0.22052000000000002
1543,0.21
1544,0.182
1545,0.175
1546,0.17152
1547,0.17852
1548,0.189
1549,0.19252
1550,0.19252
1551,0.196
1552,0.17852
1553,0.17152
1554,0.175
1555,0.17152
1556,0.22052000000000002
1557,0.25552
1558,0.25552
1559,0.238
1560,0.273
1561,0.343
1562,0.518
1563,0.57052
1564,0.567
1565,0.57052
1566,0.60552
1567,0.62652
1568,0.644
1569,0.672
1570,0.69652
1571,0.728
1572,0.7105199999999999
1573,0.67552
1574,0.65452
1575,0.644
1576,0.595
1577,0.57752
1578,0.5985199999999999
1579,0.63
1580,0.658
1581,0.588
1582,0.609
1583,0.539
1584,0.476
1585,0.47952
1586,0.469
1587,0.462
1588,0.53552
1589,0.504
1590,0.539
1591,0.57052
1592,0.57052
1593,0.52152
1594,0.518
1595,0.476
1596,0.483
1597,0.47948
1598,0.45852
1599,0.399
1600,0.364
1601,0.357
1602,0.36052
1603,0.36751999999999996
1604,0.329
1605,0.336
1606,0.343
1607,0.34652
1608,0.32552
1609,0.308
1610,0.378
1611,0.399
1612,0.343
1613,0.35352
1614,0.38151999999999997
1615,0.36052
1616,0.36052
1617,0.378
1618,0.33952
1619,0.34652
1620,0.28
1621,0.259
1622,0.29752
1623,0.27652
1624,0.308
1625,0.294
1626,0.28352
1627,0.26952
1628,0.30451999999999996
1629,0.31851999999999997
1630,0.329
1631,0.31851999999999997
1632,0.29752
1633,0.29752
1634,0.273
1635,0.273
1636,0.24852000000000002
1637,0.23452
1638,0.24152
1639,0.22752
1640,0.19952
1641,0.189
1642,0.182
1643,0.18552000000000002
1644,0.21
1645,0.20652
1646,0.21
1647,0.21
1648,0.20652
1649,0.18552000000000002
1650,0.18552000000000002
1651,0.182
1652,0.24852000000000002
1653,0.27652
1654,0.273
1655,0.26952
1656,0.31151999999999996
1657,0.37451999999999996
1658,0.413
1659,0.45148
1660,0.45852
1661,0.50752
1662,0.532
1663,0.574
1664,0.5845199999999999
1665,0.602
1666,0.62652
1667,0.616
1668,0.63
1669,0.67552
1670,0.665
1671,0.64752
1672,0.609
1673,0.63352
1674,0.623
1675,0.623
1676,0.64752
1677,0.57752
1678,0.5845199999999999
1679,0.525
1680,0.45852
1681,0.518
1682,0.53552
1683,0.5985199999999999
1684,0.602
1685,0.644
1686,0.609
1687,0.57052
1688,0.54952
1689,0.602
1690,0.63352
1691,0.644
1692,0.637
1693,0.63352
1694,0.5985199999999999
1695,0.50752
1696,0.46552
1697,0.462
1698,0.448
1699,0.434
1700,0.40252
1701,0.406
1702,0.40952
1703,0.38151999999999997
1704,0.392
1705,0.39552
1706,0.399
1707,0.413
1708,0.427
1709,0.40952
1710,0.434
1711,0.40952
1712,0.371
1713,0.371
1714,0.39552
1715,0.413
1716,0.399
1717,0.35352
1718,0.371
1719,0.37451999999999996
1720,0.35
1721,0.31151999999999996
1722,0.315
1723,0.31151999999999996
1724,0.329
1725,0.31851999999999997
1726,0.31151999999999996
1727,0.301
1728,0.301
1729,0.301
1730,0.301
1731,0.30451999999999996
1732,0.28352
1733,0.27652
1734,0.28352
1735,0.273
1736,0.28352
1737,0.28
1738,0.28
1739,0.29052
1740,0.294
1741,0.294
1742,0.29052
1743,0.294
1744,0.28
1745,0.26252
1746,0.25552
1747,0.266
1748,0.30451999999999996
1749,0.31851999999999997
1750,0.31151999999999996
1751,0.315
1752,0.33252
1753,0.33252
1754,0.343
1755,0.33952
1756,0.343
1757,0.34652
1758,0.34652
1759,0.35
1760,0.35352
1761,0.36751999999999996
1762,0.364
1763,0.385
1764,0.38151999999999997
1765,0.41652
1766,0.434
1767,0.427
1768,0.413
1769,0.441
1770,0.448
1771,0.47952
1772,0.45852
1773,0.47948
1774,0.45152
1775,0.42352
1776,0.45152
1777,0.434
1778,0.42
1779,0.42352
1780,0.43751999999999996
1781,0.448
1782,0.462
1783,0.46552
1784,0.40952
1785,0.40952
1786,0.40952
1787,0.42
1788,0.385
1789,0.38151999999999997
1790,0.36052
1791,0.33952
1792,0.28352
1793,0.273
1794,0.266
1795,0.259
1796,0.24852000000000002
1797,0.24852000000000002
1798,0.24152
1799,0.245
1800,0.259
1801,0.25552
1802,0.259
1803,0.259
1804,0.259
1805,0.25552
1806,0.24852000000000002
1807,0.259
1808,0.252
1809,0.259
1810,0.24852000000000002
1811,0.24852000000000002
1812,0.245
1813,0.245
1814,0.24152
1815,0.238
1816,0.245
1817,0.24152
1818,0.24152
1819,0.24152
1820,0.259
1821,0.259
1822,0.25552
1823,0.252
1824,0.259
1825,0.252
1826,0.252
1827,0.25552
1828,0.238
1829,0.24152
1830,0.238
1831,0.23452
1832,0.231
1833,0.23452
1834,0.23452
1835,0.23452
1836,0.24852000000000002
1837,0.252
1838,0.24852000000000002
1839,0.252
1840,0.24152
1841,0.238
1842,0.238
1843,0.23452
1844,0.24152
1845,0.252
1846,0.24152
1847,0.245
1848,0.24852000000000002
1849,0.24852000000000002
1850,0.245
1851,0.23452
1852,0.24152
1853,0.238
1854,0.23452
1855,0.23452
1856,0.23452
1857,0.238
1858,0.23452
1859,0.23452
1860,0.238
1861,0.238
1862,0.245
1863,0.245
1864,0.245
1865,0.24852000000000002
1866,0.245
1867,0.24152
1868,0.23452
1869,0.231
1870,0.23452
1871,0.22752
1872,0.231
1873,0.23452
1874,0.23452
1875,0.23452
1876,0.24852000000000002
1877,0.24852000000000002
1878,0.252
1879,0.245
1880,0.245
1881,0.245
1882,0.245
1883,0.245
1884,0.24852000000000002
1885,0.24852000000000002
1886,0.245
1887,0.245
1888,0.231
1889,0.231
1890,0.224
1891,0.224
1892,0.224
1893,0.22752
1894,0.231
1895,0.23452
1896,0.245
1897,0.24852000000000002
1898,0.245
1899,0.24852000000000002
1900,0.245
1901,0.24852000000000002
1902,0.252
1903,0.25552
1904,0.24852000000000002
1905,0.252
1906,0.24852000000000002
1907,0.245
1908,0.238
1909,0.23452
1910,0.23452
1911,0.23452
1912,0.24152
1913,0.252
1914,0.252
1915,0.252
1916,0.259
1917,0.26952
1918,0.26252
1919,0.26252
1920,0.259
1921,0.26252
1922,0.25552
1923,0.259
1924,0.245
1925,0.24852000000000002
1926,0.245
1927,0.245
1928,0.24152
1929,0.245
1930,0.245
1931,0.24852000000000002
1932,0.25552
1933,0.25552
1934,0.259
1935,0.25552
1936,0.245
1937,0.238
1938,0.238
1939,0.24152
1940,0.287
1941,0.308
1942,0.31851999999999997
1943,0.322
1944,0.35
1945,0.36052
1946,0.37451999999999996
1947,0.38852
1948,0.39552
1949,0.434
1950,0.45152
1951,0.469
1952,0.49
1953,0.47948
1954,0.47252
1955,0.50052
1956,0.49
1957,0.49
1958,0.462
1959,0.47252
1960,0.476
1961,0.511
1962,0.50052
1963,0.483
1964,0.47252
1965,0.518
1966,0.45852
1967,0.434
1968,0.42352
1969,0.413
1970,0.54252
1971,0.616
1972,0.61252
1973,0.56352
1974,0.54952
1975,0.518
1976,0.434
1977,0.40252
1978,0.38151999999999997
1979,0.371
1980,0.357
1981,0.371
1982,0.34652
1983,0.322
1984,0.24852000000000002
1985,0.287
1986,0.308
1987,0.28
1988,0.294
1989,0.29752
1990,0.287
1991,0.28
1992,0.27652
1993,0.329
1994,0.33952
1995,0.329
1996,0.33952
1997,0.32552
1998,0.315
1999,0.322
2000,0.308
2001,0.301
2002,0.322
2003,0.294
2004,0.24152
2005,0.22752
2006,0.25552
2007,0.28352
2008,0.26252
2009,0.27652
2010,0.26952
2011,0.28352
2012,0.273
2013,0.26252
2014,0.294
2015,0.27652
2016,0.29752
2017,0.29752
2018,0.30451999999999996
2019,0.259
2020,0.23452
2021,0.22748
2022,0.217
2023,0.217
2024,0.182
2025,0.18552000000000002
2026,0.17852
2027,0.182
2028,0.189
2029,0.203
2030,0.19252
2031,0.19252
2032,0.17852
2033,0.182
2034,0.175
2035,0.182
2036,0.224
2037,0.259
2038,0.252
2039,0.28352
2040,0.343
2041,0.47952
2042,0.602
2043,0.651
2044,0.672
2045,0.77
2046,0.80852
2047,0.847
2048,0.784
2049,0.79452
2050,0.77
2051,0.87152
2052,0.94152
2053,0.896
2054,0.819
2055,0.721
2056,0.707
2057,0.7175199999999999
2058,0.784
2059,0.8435199999999999
2060,0.69652
2061,0.66152
2062,0.728
2063,0.87152
2064,0.82252
2065,0.749
2066,0.76652
2067,0.742
2068,0.77352
2069,0.735
2070,0.602
2071,0.588
2072,0.53552
2073,0.50052
2074,0.42352
2075,0.427
2076,0.406
2077,0.434
2078,0.35
2079,0.33952
2080,0.308
2081,0.308
2082,0.364
2083,0.36751999999999996
2084,0.378
2085,0.364
2086,0.35
2087,0.33252
2088,0.322
2089,0.329
2090,0.371
2091,0.38151999999999997
2092,0.343
2093,0.364
2094,0.413
2095,0.39552
2096,0.38151999999999997
2097,0.38151999999999997
2098,0.38852
2099,0.32552
2100,0.273
2101,0.266
2102,0.32552
2103,0.294
2104,0.26952
2105,0.29752
2106,0.29752
2107,0.31151999999999996
2108,0.329
2109,0.30451999999999996
2110,0.336
2111,0.308
2112,0.322
2113,0.31151999999999996
2114,0.266
2115,0.24852000000000002
2116,0.231
2117,0.22752
2118,0.22748
2119,0.217
2120,0.196
2121,0.19252
2122,0.189
2123,0.19252
2124,0.203
2125,0.20652
2126,0.20652
2127,0.19952
2128,0.19252
2129,0.189
2130,0.189
2131,0.18552000000000002
2132,0.231
2133,0.26252
2134,0.273
2135,0.29052
2136,0.329
2137,0.38151999999999997
2138,0.448
2139,0.441
2140,0.45852
2141,0.476
2142,0.49351999999999996
2143,0.49351999999999996
2144,0.49
2145,0.74552
2146,0.833
2147,0.82952
2148,0.79452
2149,0.92748
2150,0.9695199999999999
2151,0.847
2152,0.67552
2153,0.73852
2154,0.903
2155,0.9695199999999999
2156,0.92052
2157,0.99052
2158,0.92052
2159,0.64752
2160,0.644
2161,0.66852
2162,0.66152
2163,0.70352
2164,0.756
2165,0.735
2166,0.68952
2167,0.616
2168,0.49
2169,0.469
2170,0.469
2171,0.448
2172,0.45852
2173,0.47952
2174,0.448
2175,0.43751999999999996
2176,0.38151999999999997
2177,0.378
2178,0.434
2179,0.455
2180,0.448
2181,0.455
2182,0.385
2183,0.43751999999999996
2184,0.40952
2185,0.413
2186,0.469
2187,0.42352
2188,0.38852
2189,0.427
2190,0.434
2191,0.455
2192,0.40252
2193,0.448
2194,0.44451999999999997
2195,0.392
2196,0.33252
2197,0.308
2198,0.38151999999999997
2199,0.392
2200,0.434
2201,0.378
2202,0.36751999999999996
2203,0.33952
2204,0.35
2205,0.35352
2206,0.378
2207,0.34652
2208,0.343
2209,0.364
2210,0.392
2211,0.34652
2212,0.308
2213,0.29752
2214,0.30451999999999996
2215,0.28
2216,0.26252
2217,0.25552
2218,0.259
2219,0.259
2220,0.26952
2221,0.26952
2222,0.273
2223,0.27652
2224,0.25552
2225,0.25552
2226,0.252
2227,0.28352
2228,0.37451999999999996
2229,0.44451999999999997
2230,0.39552
2231,0.378
2232,0.38852
2233,0.525
2234,0.57752
2235,0.581
2236,0.658
2237,0.66152
2238,0.658
2239,0.7105199999999999
2240,0.791
2241,0.75952
2242,0.791
2243,0.805
2244,0.73152
2245,0.763
2246,0.679
2247,0.64052
2248,0.55652
2249,0.79452
2250,0.87152
2251,0.889
2252,0.87152
2253,0.79452
2254,0.819
2255,0.80852
2256,0.791
2257,0.693
2258,0.62652
2259,0.65452
2260,0.78052
2261,0.658
2262,0.574
2263,0.504
2264,0.41652
2265,0.34652
2266,0.35352
2267,0.322
2268,0.32552
2269,0.33252
2270,0.329
2271,0.32552
2272,0.287
2273,0.25552
2274,0.26252
2275,0.25552
2276,0.294
2277,0.30451999999999996
2278,0.26252
2279,0.28352
2280,0.25552
2281,0.28352
2282,0.24852000000000002
2283,0.26252
2284,0.28352
2285,0.287
2286,0.30451999999999996
2287,0.28
2288,0.28352
2289,0.245
2290,0.259
2291,0.28
2292,0.22752
2293,0.21352000000000002
2294,0.231
2295,0.25552
2296,0.26252
2297,0.245
2298,0.26952
2299,0.23452
2300,0.238
2301,0.24152
2302,0.23452
2303,0.24152
2304,0.28
2305,0.26252
2306,0.24852000000000002
2307,0.25552
2308,0.21352000000000002
2309,0.20652
2310,0.19952
2311,0.19252
2312,0.175
2313,0.17152
2314,0.175
2315,0.168
2316,0.168
2317,0.17152
2318,0.16452
2319,0.168
2320,0.17152
2321,0.17152
2322,0.168
2323,0.168
2324,0.21
2325,0.217
2326,0.22052000000000002
2327,0.217
2328,0.308
2329,0.455
2330,0.553
2331,0.602
2332,0.61952
2333,0.61952
2334,0.68252
2335,0.73152
2336,0.7
2337,0.68252
2338,0.7245199999999999
2339,0.714
2340,0.7175199999999999
2341,0.79452
2342,0.693
2343,0.665
2344,0.644
2345,0.64052
2346,0.672
2347,0.63
2348,0.567
2349,0.546
2350,0.693
2351,0.55652
2352,0.45852
2353,0.44451999999999997
2354,0.742
2355,0.75952
2356,0.69652
2357,0.49
2358,0.46552
2359,0.43051999999999996
2360,0.371
2361,0.37451999999999996
2362,0.343
2363,0.322
2364,0.32552
2365,0.308
2366,0.34652
2367,0.322
2368,0.32552
2369,0.336
2370,0.36751999999999996
2371,0.32552
2372,0.343
2373,0.329
2374,0.357
2375,0.29052
2376,0.273
2377,0.30451999999999996
2378,0.31151999999999996
2379,0.27652
2380,0.28352
2381,0.273
2382,0.266
2383,0.27652
2384,0.22752
2385,0.203
2386,0.22052000000000002
2387,0.25552
2388,0.231
2389,0.25552
2390,0.26252
2391,0.252
2392,0.24852000000000002
2393,0.21352000000000002
2394,0.217
2395,0.189
2396,0.17852
2397,0.175
2398,0.17152
2399,0.161
2400,0.16452
2401,0.175
2402,0.16452
2403,0.16452
2404,0.161
2405,0.168
2406,0.16452
2407,0.16452
2408,0.16452
2409,0.168
2410,0.161
2411,0.16452
2412,0.168
2413,0.161
2414,0.161
2415,0.161
2416,0.17152
2417,0.161
2418,0.161
2419,0.161
2420,0.17852
2421,0.182
2422,0.18552000000000002
2423,0.259
2424,0.47948
2425,0.518
2426,0.574
2427,0.56
2428,0.469
2429,0.50752
2430,0.476
2431,0.462
2432,0.44451999999999997
2433,0.46552
2434,0.41652
2435,0.406
2436,0.35352
2437,0.36052
2438,0.35352
2439,0.32552
2440,0.322
2441,0.385
2442,0.42352
2443,0.41652
2444,0.413
2445,0.399
2446,0.399
2447,0.399
2448,0.39552
2449,0.357
2450,0.413
2451,0.50052
2452,0.469
2453,0.40952
2454,0.35352
2455,0.33952
2456,0.31151999999999996
2457,0.294
2458,0.25552
2459,0.252
2460,0.238
2461,0.217
2462,0.22052000000000002
2463,0.19952
2464,0.182
2465,0.18552000000000002
2466,0.18552000000000002
2467,0.175
2468,0.17852
2469,0.168
2470,0.17152
2471,0.17152
2472,0.17152
2473,0.17852
2474,0.168
2475,0.16452
2476,0.168
2477,0.175
2478,0.175
2479,0.168
2480,0.175
2481,0.17152
2482,0.16452
2483,0.168
2484,0.16452
2485,0.16452
2486,0.168
2487,0.15752000000000002
2488,0.161
2489,0.168
2490,0.161
2491,0.168
2492,0.168
2493,0.182
2494,0.17152
2495,0.17152
2496,0.175
2497,0.17152
2498,0.175
2499,0.168
2500,0.16452
2501,0.161
2502,0.161
2503,0.161
2504,0.161
2505,0.154
2506,0.15752000000000002
2507,0.161
2508,0.168
2509,0.168
2510,0.168
2511,0.168
2512,0.161
2513,0.15752000000000002
2514,0.15752000000000002
2515,0.161
2516,0.16452
2517,0.16452
2518,0.161
2519,0.17152
2520,0.15752000000000002
2521,0.154
2522,0.161
2523,0.154
2524,0.154
2525,0.15052000000000001
2526,0.161
2527,0.161
2528,0.154
2529,0.15752000000000002
2530,0.161
2531,0.15752000000000002
2532,0.154
2533,0.154
2534,0.16452
2535,0.15752000000000002
2536,0.154
2537,0.154
2538,0.15752000000000002
2539,0.154
2540,0.15052000000000001
2541,0.154
2542,0.15052000000000001
2543,0.13652
2544,0.14
2545,0.15052000000000001
2546,0.14352
2547,0.154
2548,0.154
2549,0.154
2550,0.154
2551,0.15752000000000002
2552,0.147
2553,0.154
2554,0.16452
2555,0.154
2556,0.15752000000000002
2557,0.161
2558,0.15052000000000001
2559,0.15052000000000001
2560,0.14352
2561,0.14
2562,0.14352
2563,0.14
2564,0.14352
2565,0.14
2566,0.14
2567,0.15052000000000001
2568,0.154
2569,0.15052000000000001
2570,0.15052000000000001
2571,0.15052000000000001
2572,0.15752000000000002
2573,0.147
2574,0.154
2575,0.15052000000000001
2576,0.15052000000000001
2577,0.154
2578,0.154
2579,0.168
2580,0.15052000000000001
2581,0.154
2582,0.15052000000000001
2583,0.154
2584,0.17852
2585,0.189
2586,0.19252
2587,0.22052000000000002
2588,0.301
2589,0.273
2590,0.273
2591,0.245
2592,0.259
2593,0.329
2594,0.294
2595,0.27652
2596,0.266
2597,0.26252
2598,0.31151999999999996
2599,0.24152
2600,0.238
2601,0.23452
2602,0.238
2603,0.22052000000000002
2604,0.224
2605,0.224
2606,0.224
2607,0.224
2608,0.24852000000000002
2609,0.259
2610,0.27652
2611,0.27652
2612,0.32552
2613,0.343
2614,0.294
2615,0.315
2616,0.36052
2617,0.413
2618,0.50052
2619,0.66852
2620,0.665
2621,0.73852
2622,0.92052
2623,0.903
2624,0.93452
2625,0.98
2626,0.9765199999999999
2627,0.99752
2628,0.952
2629,0.973
2630,0.903
2631,0.924
2632,0.833
2633,0.791
2634,0.79452
2635,0.945
2636,0.882
2637,0.76652
2638,0.85752
2639,0.89252
2640,0.84
2641,0.80852
2642,0.784
2643,0.82252
2644,0.92052
2645,0.861
2646,0.90652
2647,0.882
2648,0.77
2649,0.826
2650,0.749
2651,0.64752
2652,0.637
2653,0.686
2654,0.7
2655,0.658
2656,0.63
2657,0.66152
2658,0.66852
2659,0.65452
2660,0.651
2661,0.616
2662,0.546
2663,0.504
2664,0.43751999999999996
2665,0.49351999999999996
2666,0.51452
2667,0.483
2668,0.469
2669,0.483
2670,0.49351999999999996
2671,0.553
2672,0.539
2673,0.532
2674,0.511
2675,0.50052
2676,0.44451999999999997
2677,0.42352
2678,0.567
2679,0.54252
2680,0.52152
2681,0.539
2682,0.52152
2683,0.511
2684,0.52852
2685,0.52152
2686,0.52152
2687,0.52152
2688,0.476
2689,0.45152
2690,0.455
2691,0.406
2692,0.385
2693,0.37451999999999996
2694,0.37451999999999996
2695,0.33252
2696,0.315
2697,0.315
2698,0.30451999999999996
2699,0.31151999999999996
2700,0.30451999999999996
2701,0.32552
2702,0.329
2703,0.343
2704,0.35
2705,0.35
2706,0.343
2707,0.462
2708,0.644
2709,0.5845199999999999
2710,0.49351999999999996
2711,0.50752
2712,0.553
2713,0.581
2714,0.60552
2715,0.693
2716,0.651
2717,0.63
2718,0.69652
2719,0.707
2720,0.742
2721,0.861
2722,0.812
2723,0.798
2724,0.931
2725,0.94852
2726,0.8365199999999999
2727,0.833
2728,0.791
2729,0.78752
2730,0.77
2731,0.798
2732,0.952
2733,0.903
2734,0.94852
2735,0.8505199999999999
2736,0.7105199999999999
2737,0.77352
2738,0.959
2739,0.882
2740,0.84
2741,0.875
2742,0.8505199999999999
2743,0.7
2744,0.60552
2745,0.57052
2746,0.54252
2747,0.53552
2748,0.518
2749,0.511
2750,0.49
2751,0.44451999999999997
2752,0.46552
2753,0.44451999999999997
2754,0.45152
2755,0.47252
2756,0.462
2757,0.455
2758,0.43051999999999996
2759,0.40952
2760,0.364
2761,0.413
2762,0.45152
2763,0.40252
2764,0.455
2765,0.497
2766,0.483
2767,0.44451999999999997
2768,0.455
2769,0.49
2770,0.46552
2771,0.413
2772,0.343
2773,0.322
2774,0.42
2775,0.45152
2776,0.44451999999999997
2777,0.539
2778,0.5985199999999999
2779,0.51452
2780,0.476
2781,0.455
2782,0.469
2783,0.48652
2784,0.45148
2785,0.45152
2786,0.49351999999999996
2787,0.46552
2788,0.36052
2789,0.336
2790,0.329
2791,0.31151999999999996
2792,0.28352
2793,0.28
2794,0.336
2795,0.336
2796,0.329
2797,0.33252
2798,0.40952
2799,0.371
2800,0.392
2801,0.40952
2802,0.42
2803,0.378
2804,0.39552
2805,0.36052
2806,0.32552
2807,0.33952
2808,0.399
2809,0.50052
2810,0.50052
2811,0.504
2812,0.51452
2813,0.658
2814,0.70352
2815,0.735
2816,0.87152
2817,0.84
2818,0.91352
2819,0.84
2820,0.9695199999999999
2821,0.9625199999999999
2822,1.001
2823,0.882
2824,0.854
2825,0.798
2826,0.86452
2827,0.756
2828,0.77
2829,0.728
2830,0.7105199999999999
2831,0.68252
2832,0.637
2833,0.64052
2834,0.73152
2835,0.875
2836,0.84
2837,0.798
2838,0.82952
2839,0.74552
2840,0.62652
2841,0.5915199999999999
2842,0.57752
2843,0.539
2844,0.5915199999999999
2845,0.61252
2846,0.57752
2847,0.5845199999999999
2848,0.48652
2849,0.50752
2850,0.553
2851,0.52152
2852,0.518
2853,0.504
2854,0.47252
2855,0.47252
2856,0.43751999999999996
2857,0.483
2858,0.476
2859,0.476
2860,0.50052
2861,0.55652
2862,0.54252
2863,0.49351999999999996
2864,0.47952
2865,0.51452
2866,0.50052
2867,0.448
2868,0.37451999999999996
2869,0.36052
2870,0.40252
2871,0.413
2872,0.43751999999999996
2873,0.455
2874,0.546
2875,0.47252
2876,0.44451999999999997
2877,0.511
2878,0.483
2879,0.43751999999999996
2880,0.469
2881,0.448
2882,0.441
2883,0.392
2884,0.35
2885,0.343
2886,0.357
2887,0.32552
2888,0.27652
2889,0.273
2890,0.26952
2891,0.322
2892,0.29752
2893,0.308
2894,0.33952
2895,0.329
2896,0.28
2897,0.27652
2898,0.27652
2899,0.308
2900,0.413
2901,0.504
2902,0.469
2903,0.36751999999999996
2904,0.53552
2905,0.68952
2906,0.686
2907,0.78052
2908,0.714
2909,0.714
2910,0.735
2911,0.861
2912,0.92748
2913,0.99752
2914,0.854
2915,0.917
2916,0.959
2917,1.08852
2918,0.91
2919,0.87852
2920,0.777
2921,0.8435199999999999
2922,0.889
2923,0.861
2924,0.87152
2925,0.88552
2926,0.966
2927,0.8365199999999999
2928,0.707
2929,0.595
2930,0.812
2931,0.82252
2932,0.82952
2933,0.791
2934,0.637
2935,0.623
2936,0.63352
2937,0.66852
2938,0.658
2939,0.756
2940,0.644
2941,0.658
2942,0.623
2943,0.52152
2944,0.462
2945,0.5845199999999999
2946,0.525
2947,0.51452
2948,0.518
2949,0.46552
2950,0.476
2951,0.455
2952,0.448
2953,0.497
2954,0.525
2955,0.45152
2956,0.441
2957,0.469
2958,0.48652
2959,0.448
2960,0.45852
2961,0.455
2962,0.41652
2963,0.39552
2964,0.329
2965,0.315
2966,0.40952
2967,0.406
2968,0.441
2969,0.46552
2970,0.504
2971,0.448
2972,0.48652
2973,0.532
2974,0.567
2975,0.511
